date,open,high,low,close,volume,oi
2020-01-27 09:15:00+05:30,12197.1,12216.55,12107.05,12109.9,0,0
2020-01-28 09:15:00+05:30,12148.1,12162.85,12025.8,12061.95,0,0
2020-01-29 09:15:00+05:30,12114.9,12169.4,12104.0,12132.0,0,0
2020-01-30 09:15:00+05:30,12147.75,12148.7,12011.0,12023.8,0,0
2020-01-31 09:15:00+05:30,12100.4,12100.55,11946.15,11966.45,0,0
2020-02-03 09:15:00+05:30,11627.45,11749.85,11615.75,11724.6,0,0
2020-02-04 09:15:00+05:30,11786.25,11985.6,11786.25,11981.3,0,0
2020-02-05 09:15:00+05:30,12005.85,12097.7,11954.05,12091.95,0,0
2020-02-06 09:15:00+05:30,12120.0,12160.45,12085.0,12133.25,0,0
2020-02-07 09:15:00+05:30,12151.15,12151.15,12074.0,12086.6,0,0
2020-02-10 09:15:00+05:30,12102.35,12102.4,11990.8,12035.3,0,0
2020-02-11 09:15:00+05:30,12108.4,12172.0,12099.3,12110.45,0,0
2020-02-12 09:15:00+05:30,12151.0,12231.55,12145.05,12203.9,0,0
2020-02-13 09:15:00+05:30,12219.55,12219.65,12140.0,12168.95,0,0
2020-02-14 09:15:00+05:30,12190.15,12246.5,12091.65,12113.35,0,0
2020-02-17 09:15:00+05:30,12131.8,12159.35,12037.2,12050.15,0,0
2020-02-18 09:15:00+05:30,12028.25,12028.9,11908.3,12008.05,0,0
2020-02-19 09:15:00+05:30,12090.6,12134.25,12042.2,12130.95,0,0
2020-02-20 09:15:00+05:30,12119.0,12151.2,12071.9,12083.1,0,0
2020-02-24 09:15:00+05:30,12012.55,12012.55,11813.6,11835.85,0,0
2020-02-25 09:15:00+05:30,11877.5,11882.9,11780.0,11814.35,0,0
2020-02-26 09:15:00+05:30,11738.55,11782.6,11640.3,11677.35,0,0
2020-02-27 09:15:00+05:30,11661.25,11661.25,11536.95,11619.95,0,0
2020-02-28 09:15:00+05:30,11382.0,11382.0,11175.6,11217.4,0,0
2020-03-02 09:15:00+05:30,11387.35,11432.8,11036.7,11149.2,0,0
2020-03-03 09:15:00+05:30,11217.55,11341.7,11152.75,11329.15,0,0
2020-03-04 09:15:00+05:30,11351.35,11354.95,11083.25,11256.3,0,0
2020-03-05 09:15:00+05:30,11306.05,11388.15,11244.85,11258.0,0,0
2020-03-06 09:15:00+05:30,10942.65,11034.5,10831.3,10981.0,0,0
2020-03-09 09:15:00+05:30,10742.05,10743.7,10295.25,10457.6,0,0
2020-03-11 09:15:00+05:30,10334.3,10544.75,10334.3,10454.1,0,0
2020-03-12 09:15:00+05:30,10039.95,10039.95,9508.4,9630.65,0,0
2020-03-13 09:15:00+05:30,9107.6,10156.85,8476.15,10020.45,0,0
2020-03-16 09:15:00+05:30,9587.8,9601.75,9165.35,9200.05,0,0
2020-03-17 09:15:00+05:30,9285.4,9403.6,8916.7,8965.3,0,0
2020-03-18 09:15:00+05:30,9088.45,9125.9,8408.85,8539.3,0,0
2020-03-19 09:15:00+05:30,8063.3,8574.55,7834.6,8267.9,0,0
2020-03-20 09:15:00+05:30,8284.45,8882.6,8178.4,8744.35,0,0
2020-03-23 09:15:00+05:30,7945.7,8355.55,7584.5,7636.65,0,0
2020-03-24 09:15:00+05:30,7848.3,8033.8,7512.25,7852.45,0,0
2020-03-25 09:15:00+05:30,7735.15,8375.65,7714.95,8300.45,0,0
2020-03-26 09:15:00+05:30,8451.0,8748.15,8309.95,8653.5,0,0
2020-03-27 09:15:00+05:30,8949.1,9038.5,8523.7,8673.5,0,0
2020-03-30 09:15:00+05:30,8385.95,8575.25,8244.45,8291.7,0,0
2020-03-31 09:15:00+05:30,8529.35,8677.55,8358.75,8556.15,0,0
2020-04-01 09:15:00+05:30,8584.1,8587.6,8199.7,8262.65,0,0
2020-04-03 09:15:00+05:30,8356.55,8356.55,8056.2,8106.45,0,0
2020-04-07 09:15:00+05:30,8446.3,8818.25,8361.95,8779.3,0,0
2020-04-08 09:15:00+05:30,8688.9,9130.5,8658.35,8752.4,0,0
2020-04-09 09:15:00+05:30,8973.05,9127.85,8904.75,9098.55,0,0
2020-04-13 09:15:00+05:30,9103.95,9111.55,8912.9,9006.65,0,0
2020-04-15 09:15:00+05:30,9196.4,9260.55,8874.5,8942.6,0,0
2020-04-16 09:15:00+05:30,8851.25,9053.0,8823.2,9016.6,0,0
2020-04-17 09:15:00+05:30,9323.45,9323.45,9092.1,9291.35,0,0
2020-04-20 09:15:00+05:30,9390.2,9390.2,9231.05,9262.0,0,0
2020-04-21 09:15:00+05:30,9016.95,9044.0,8910.45,8981.1,0,0
2020-04-22 09:15:00+05:30,9026.75,9209.5,8946.65,9193.35,0,0
2020-04-23 09:15:00+05:30,9232.35,9343.15,9171.5,9302.9,0,0
2020-04-24 09:15:00+05:30,9163.9,9296.1,9142.25,9174.0,0,0
2020-04-27 09:15:00+05:30,9259.7,9376.45,9259.2,9289.6,0,0
2020-04-28 09:15:00+05:30,9389.8,9403.1,9260.3,9401.7,0,0
2020-04-29 09:15:00+05:30,9408.6,9599.3,9396.1,9536.8,0,0
2020-04-30 09:15:00+05:30,9753.5,9889.05,9734.3,9851.85,0,0
2020-05-04 09:15:00+05:30,9533.5,9533.5,9267.4,9305.7,0,0
2020-05-05 09:15:00+05:30,9429.4,9450.0,9191.05,9222.9,0,0
2020-05-06 09:15:00+05:30,9226.8,9346.55,9117.35,9287.8,0,0
2020-05-07 09:15:00+05:30,9234.05,9277.3,9178.95,9212.95,0,0
2020-05-08 09:15:00+05:30,9376.95,9380.85,9238.35,9249.5,0,0
2020-05-11 09:15:00+05:30,9348.15,9439.5,9220.45,9247.2,0,0
2020-05-12 09:15:00+05:30,9168.85,9240.35,9044.1,9209.65,0,0
2020-05-13 09:15:00+05:30,9584.2,9584.2,9351.45,9383.25,0,0
2020-05-14 09:15:00+05:30,9213.95,9280.65,9120.25,9150.2,0,0
2020-05-15 09:15:00+05:30,9182.4,9182.4,9050.1,9128.95,0,0
2020-05-18 09:15:00+05:30,9158.3,9158.3,8807.5,8830.4,0,0
2020-05-19 09:15:00+05:30,8961.7,9029.9,8855.95,8890.55,0,0
2020-05-20 09:15:00+05:30,8889.15,9092.7,8877.4,9085.15,0,0
2020-05-21 09:15:00+05:30,9079.45,9177.8,9056.6,9102.2,0,0
2020-05-22 09:15:00+05:30,9067.9,9148.85,8969.2,9051.5,0,0
2020-05-26 09:15:00+05:30,9099.75,9160.85,8997.0,9046.1,0,0
2020-05-27 09:15:00+05:30,9082.2,9333.35,9004.7,9317.4,0,0
2020-05-28 09:15:00+05:30,9364.95,9509.5,9338.95,9488.0,0,0
2020-05-29 09:15:00+05:30,9422.2,9597.75,9377.9,9568.45,0,0
2020-06-01 09:15:00+05:30,9726.85,9930.8,9712.4,9812.2,0,0
2020-06-02 09:15:00+05:30,9880.85,9995.45,9824.65,9995.1,0,0
2020-06-03 09:15:00+05:30,10108.3,10175.7,10035.85,10068.05,0,0
2020-06-04 09:15:00+05:30,10054.25,10123.65,9944.6,10030.75,0,0
2020-06-05 09:15:00+05:30,10093.8,10177.4,10041.25,10168.2,0,0
2020-06-08 09:15:00+05:30,10326.75,10327.65,10121.1,10175.25,0,0
2020-06-09 09:15:00+05:30,10181.15,10291.1,10022.65,10026.25,0,0
2020-06-10 09:15:00+05:30,10072.6,10147.65,10036.9,10139.4,0,0
2020-06-11 09:15:00+05:30,10094.1,10111.65,9886.0,9910.15,0,0
2020-06-12 09:15:00+05:30,9544.95,9995.7,9544.95,9958.15,0,0
2020-06-15 09:15:00+05:30,9919.35,9942.5,9726.9,9818.05,0,0
2020-06-16 09:15:00+05:30,10014.8,10045.5,9729.0,9900.8,0,0
2020-06-17 09:15:00+05:30,9876.7,10002.9,9834.4,9876.85,0,0
2020-06-18 09:15:00+05:30,9863.25,10110.6,9850.25,10091.25,0,0
2020-06-19 09:15:00+05:30,10119.0,10272.1,10073.05,10254.05,0,0
2020-06-22 09:15:00+05:30,10318.75,10393.35,10277.95,10324.7,0,0
2020-06-23 09:15:00+05:30,10347.95,10484.2,10302.25,10482.75,0,0
2020-06-24 09:15:00+05:30,10529.25,10552.75,10282.2,10320.05,0,0
2020-06-25 09:15:00+05:30,10235.55,10361.15,10195.6,10284.35,0,0
2020-06-26 09:15:00+05:30,10378.9,10409.3,10312.4,10400.85,0,0
2020-06-29 09:15:00+05:30,10311.95,10337.25,10223.95,10315.1,0,0
2020-06-30 09:15:00+05:30,10382.6,10400.7,10267.75,10307.35,0,0
2020-07-01 09:15:00+05:30,10323.8,10446.65,10299.8,10419.45,0,0
2020-07-02 09:15:00+05:30,10493.05,10597.25,10490.1,10563.6,0,0
2020-07-03 09:15:00+05:30,10614.95,10630.8,10563.05,10602.7,0,0
2020-07-06 09:15:00+05:30,10723.85,10810.75,10695.95,10770.05,0,0
2020-07-07 09:15:00+05:30,10802.85,10813.35,10690.1,10787.5,0,0
2020-07-08 09:15:00+05:30,10818.65,10847.7,10677.5,10696.15,0,0
2020-07-09 09:15:00+05:30,10755.55,10836.5,10733.6,10833.45,0,0
2020-07-10 09:15:00+05:30,10764.1,10818.95,10713.0,10771.2,0,0
2020-07-13 09:15:00+05:30,10851.85,10893.45,10756.35,10814.75,0,0
2020-07-14 09:15:00+05:30,10750.85,10750.85,10563.25,10610.15,0,0
2020-07-15 09:15:00+05:30,10701.0,10826.75,10578.85,10637.9,0,0
2020-07-16 09:15:00+05:30,10706.2,10754.35,10595.95,10728.05,0,0
2020-07-17 09:15:00+05:30,10752.0,10932.15,10752.0,10930.8,0,0
2020-07-20 09:15:00+05:30,10999.45,11037.5,10953.4,11027.55,0,0
2020-07-21 09:15:00+05:30,11126.1,11179.1,11113.4,11173.1,0,0
2020-07-22 09:15:00+05:30,11231.2,11231.2,11057.25,11143.65,0,0
2020-07-23 09:15:00+05:30,11135.0,11238.8,11105.1,11234.6,0,0
2020-07-24 09:15:00+05:30,11149.95,11224.25,11090.7,11197.95,0,0
2020-07-27 09:15:00+05:30,11225.0,11225.0,11089.25,11124.5,0,0
2020-07-28 09:15:00+05:30,11154.1,11317.75,11154.1,11292.0,0,0
2020-07-29 09:15:00+05:30,11276.9,11341.05,11150.75,11197.2,0,0
2020-07-30 09:15:00+05:30,11254.3,11299.25,11086.65,11095.15,0,0
2020-07-31 09:15:00+05:30,11139.5,11150.05,11027.0,11090.15,0,0
